allele,gene_family,refseq_nucleotide_accession,subclass
blaOXA-695,blaOXA,NG_062317.1,BETA-LACTAM
blaOXA-696,blaOXA,NG_062318.1,BETA-LACTAM
blaOXA-697,blaOXA,NG_062319.1,BETA-LACTAM
blaOXA-698,blaOXA,NG_062320.1,BETA-LACTAM
blaOXA-699,blaOXA,NG_062321.1,BETA-LACTAM
blaOXA-7,blaOXA,NG_049810.1,BETA-LACTAM
blaOXA-70,blaOXA,NG_049811.1,CARBAPENEM
blaOXA-700,blaOXA,NG_062322.1,BETA-LACTAM
blaOXA-701,blaOXA,NG_062323.1,BETA-LACTAM
blaOXA-702,blaOXA,NG_062324.1,BETA-LACTAM
blaOXA-703,blaOXA,NG_062325.1,BETA-LACTAM
blaOXA-704,blaOXA,NG_062326.1,BETA-LACTAM
blaOXA-705,blaOXA,NG_062327.1,BETA-LACTAM
blaOXA-706,blaOXA,NG_062328.1,BETA-LACTAM
blaOXA-707,blaOXA,NG_062329.1,BETA-LACTAM
blaOXA-708,blaOXA,NG_062336.1,BETA-LACTAM
blaOXA-709,blaOXA,NG_062337.1,BETA-LACTAM
blaOXA-71,blaOXA,NG_049812.1,CARBAPENEM
blaOXA-710,blaOXA,NG_062338.1,BETA-LACTAM
blaOXA-711,blaOXA,NG_062339.1,BETA-LACTAM
blaOXA-712,blaOXA,NG_062340.1,BETA-LACTAM
blaOXA-713,blaOXA,NG_062341.1,BETA-LACTAM
blaOXA-714,blaOXA,NG_062342.1,BETA-LACTAM
blaOXA-715,blaOXA,NG_062343.1,BETA-LACTAM
blaOXA-716,blaOXA,NG_062344.1,BETA-LACTAM
blaOXA-717,blaOXA,NG_062345.1,BETA-LACTAM
blaOXA-718,blaOXA,NG_062330.1,BETA-LACTAM
blaOXA-719,blaOXA,NG_062331.1,BETA-LACTAM
blaOXA-72,blaOXA,NG_049813.1,CARBAPENEM
blaOXA-720,blaOXA,NG_062332.1,BETA-LACTAM
blaOXA-721,blaOXA,NG_062333.1,BETA-LACTAM
blaOXA-722,blaOXA,NG_062334.1,BETA-LACTAM
blaOXA-723,blaOXA,NG_062335.1,BETA-LACTAM
blaOXA-724,blaOXA,NG_062201.1,BETA-LACTAM
blaOXA-725,blaOXA,NG_062200.1,BETA-LACTAM
blaOXA-726,blaOXA,NG_062247.1,BETA-LACTAM
blaOXA-727,blaOXA,NG_061621.1,BETA-LACTAM
blaOXA-728,blaOXA,NG_061622.1,BETA-LACTAM
blaOXA-729,blaOXA,NG_061383.1,BETA-LACTAM
blaOXA-73,blaOXA,NG_049814.1,CARBAPENEM
blaOXA-730,blaOXA,NG_061623.1,BETA-LACTAM
blaOXA-731,blaOXA,NG_061613.1,BETA-LACTAM
blaOXA-732,blaOXA,NG_061615.1,BETA-LACTAM
blaOXA-733,blaOXA,NG_062257.1,BETA-LACTAM
blaOXA-734,blaOXA,NG_062266.1,BETA-LACTAM
blaOXA-735,blaOXA,NG_062267.1,BETA-LACTAM
blaOXA-736,blaOXA,NG_062268.1,BETA-LACTAM
blaOXA-737,blaOXA,NG_062269.1,BETA-LACTAM
blaOXA-738,blaOXA,NG_063842.1,BETA-LACTAM
blaOXA-739,blaOXA,NG_063843.1,BETA-LACTAM
blaOXA-74,blaOXA,NG_049815.1,BETA-LACTAM
blaOXA-740,blaOXA,NG_063844.1,BETA-LACTAM
blaOXA-741,blaOXA,NG_063845.1,BETA-LACTAM
blaOXA-742,blaOXA,NG_063846.1,BETA-LACTAM
blaOXA-743,blaOXA,NG_063847.1,BETA-LACTAM
blaOXA-744,blaOXA,NG_063848.1,BETA-LACTAM
blaOXA-745,blaOXA,NG_063849.1,BETA-LACTAM
blaOXA-746,blaOXA,NG_063850.1,BETA-LACTAM
blaOXA-747,blaOXA,NG_063851.1,BETA-LACTAM
blaOXA-748,blaOXA,NG_063852.1,BETA-LACTAM
blaOXA-749,blaOXA,NG_063853.1,BETA-LACTAM
blaOXA-75,blaOXA,NG_049816.1,CARBAPENEM
blaOXA-750,blaOXA,NG_063854.1,BETA-LACTAM
blaOXA-751,blaOXA,NG_063855.1,BETA-LACTAM
blaOXA-752,blaOXA,NG_063856.1,BETA-LACTAM
blaOXA-753,blaOXA,NG_063857.1,BETA-LACTAM
blaOXA-754,blaOXA,NG_063858.1,BETA-LACTAM
blaOXA-755,blaOXA,NG_063859.1,BETA-LACTAM
blaOXA-756,blaOXA,NG_063860.1,BETA-LACTAM
blaOXA-757,blaOXA,NG_063861.1,BETA-LACTAM
blaOXA-758,blaOXA,NG_063862.1,BETA-LACTAM
blaOXA-759,blaOXA,NG_063863.1,BETA-LACTAM
blaOXA-76,blaOXA,NG_049817.1,CARBAPENEM
blaOXA-760,blaOXA,NG_063864.1,BETA-LACTAM
blaOXA-761,blaOXA,NG_063865.1,BETA-LACTAM
blaOXA-762,blaOXA,NG_063866.1,BETA-LACTAM
blaOXA-763,blaOXA,NG_063867.1,BETA-LACTAM
blaOXA-764,blaOXA,NG_063868.1,BETA-LACTAM
blaOXA-765,blaOXA,NG_063869.1,BETA-LACTAM
blaOXA-766,blaOXA,NG_063870.1,BETA-LACTAM
blaOXA-767,blaOXA,NG_063871.1,BETA-LACTAM
blaOXA-768,blaOXA,NG_063872.1,BETA-LACTAM
blaOXA-769,blaOXA,NG_063873.1,BETA-LACTAM
blaOXA-77,blaOXA,NG_049818.1,CARBAPENEM
blaOXA-770,blaOXA,NG_063874.1,BETA-LACTAM
blaOXA-771,blaOXA,NG_063875.1,BETA-LACTAM
blaOXA-772,blaOXA,NG_063876.1,BETA-LACTAM
blaOXA-773,blaOXA,NG_063877.1,BETA-LACTAM
blaOXA-774,blaOXA,NG_063878.1,BETA-LACTAM
blaOXA-775,blaOXA,NG_063879.1,BETA-LACTAM
blaOXA-776,blaOXA,NG_063880.1,BETA-LACTAM
blaOXA-777,blaOXA,NG_062346.1,BETA-LACTAM
blaOXA-778,blaOXA,NG_062347.1,BETA-LACTAM
blaOXA-779,blaOXA,NG_062354.1,BETA-LACTAM
blaOXA-78,blaOXA,NG_049819.1,CARBAPENEM
blaOXA-780,blaOXA,NG_063881.1,BETA-LACTAM
blaOXA-781,blaOXA,NG_063882.1,BETA-LACTAM
blaOXA-782,blaOXA,NG_063883.1,BETA-LACTAM
blaOXA-783,blaOXA,NG_063884.1,BETA-LACTAM
blaOXA-784,blaOXA,NG_063885.1,BETA-LACTAM
blaOXA-785,blaOXA,NG_063886.1,BETA-LACTAM
blaOXA-786,blaOXA,NG_063887.1,BETA-LACTAM
blaOXA-787,blaOXA,NG_064748.1,BETA-LACTAM
blaOXA-788,blaOXA,NG_064749.1,BETA-LACTAM
blaOXA-789,blaOXA,NG_064750.1,BETA-LACTAM
blaOXA-79,blaOXA,NG_049820.1,CARBAPENEM
blaOXA-793,blaOXA,NG_064751.1,BETA-LACTAM
blaOXA-794,blaOXA,NG_064752.1,BETA-LACTAM
blaOXA-795,blaOXA,NG_064753.1,BETA-LACTAM
blaOXA-796,blaOXA,NG_064754.1,BETA-LACTAM
blaOXA-797,blaOXA,NG_064755.1,BETA-LACTAM
blaOXA-798,blaOXA,NG_064756.1,BETA-LACTAM
blaOXA-799,blaOXA,NG_064757.1,BETA-LACTAM
blaOXA-80,blaOXA,NG_049821.1,CARBAPENEM
blaOXA-800,blaOXA,NG_064758.1,BETA-LACTAM
blaOXA-801,blaOXA,NG_064759.1,BETA-LACTAM
blaOXA-802,blaOXA,NG_064760.1,BETA-LACTAM
blaOXA-803,blaOXA,NG_064761.1,BETA-LACTAM
blaOXA-804,blaOXA,NG_064762.1,BETA-LACTAM
blaOXA-805,blaOXA,NG_064763.1,BETA-LACTAM
blaOXA-806,blaOXA,NG_064764.1,BETA-LACTAM
blaOXA-807,blaOXA,NG_064765.1,BETA-LACTAM
blaOXA-808,blaOXA,NG_064766.1,BETA-LACTAM
blaOXA-809,blaOXA,NG_064767.1,BETA-LACTAM
blaOXA-810,blaOXA,NG_064768.1,BETA-LACTAM
blaOXA-811,blaOXA,NG_064769.1,BETA-LACTAM
blaOXA-812,blaOXA,NG_064770.1,BETA-LACTAM
blaOXA-813,blaOXA,NG_064771.1,BETA-LACTAM
blaOXA-814,blaOXA,NG_064772.1,BETA-LACTAM
blaOXA-815,blaOXA,NG_064773.1,BETA-LACTAM
blaOXA-816,blaOXA,NG_064774.1,BETA-LACTAM
blaOXA-817,blaOXA,NG_064775.1,BETA-LACTAM
blaOXA-818,blaOXA,NG_064776.1,BETA-LACTAM
blaOXA-819,blaOXA,NG_064777.1,BETA-LACTAM
blaOXA-82,blaOXA,NG_049822.1,CARBAPENEM
blaOXA-820,blaOXA,NG_064778.1,BETA-LACTAM
blaOXA-821,blaOXA,NG_064779.1,BETA-LACTAM
blaOXA-822,blaOXA,NG_066712.1,BETA-LACTAM
blaOXA-823,blaOXA,NG_064780.1,BETA-LACTAM
blaOXA-824,blaOXA,NG_064781.1,BETA-LACTAM
blaOXA-825,blaOXA,NG_065436.1,BETA-LACTAM
blaOXA-826,blaOXA,NG_065437.1,BETA-LACTAM
blaOXA-827,blaOXA,NG_065438.1,BETA-LACTAM
blaOXA-828,blaOXA,NG_065439.1,BETA-LACTAM
blaOXA-829,blaOXA,NG_065440.1,BETA-LACTAM
blaOXA-83,blaOXA,NG_049823.1,CARBAPENEM
blaOXA-830,blaOXA,NG_066713.1,BETA-LACTAM
blaOXA-831,blaOXA,NG_065441.1,BETA-LACTAM
blaOXA-832,blaOXA,NG_065442.1,BETA-LACTAM
blaOXA-833,blaOXA,NG_065443.1,BETA-LACTAM
blaOXA-834,blaOXA,NG_065444.1,BETA-LACTAM
blaOXA-835,blaOXA,NG_065880.1,BETA-LACTAM
blaOXA-836,blaOXA,NG_065881.1,BETA-LACTAM
blaOXA-837,blaOXA,NG_066071.1,BETA-LACTAM
blaOXA-838,blaOXA,NG_066511.1,BETA-LACTAM
blaOXA-839,blaOXA,NG_066512.1,BETA-LACTAM
blaOXA-84,blaOXA,NG_049824.1,CARBAPENEM
blaOXA-840,blaOXA,NG_066513.1,BETA-LACTAM
blaOXA-841,blaOXA,NG_066514.1,BETA-LACTAM
blaOXA-842,blaOXA,NG_066515.1,BETA-LACTAM
blaOXA-843,blaOXA,NG_066516.1,BETA-LACTAM
blaOXA-844,blaOXA,NG_066517.1,BETA-LACTAM
blaOXA-845,blaOXA,NG_066518.1,BETA-LACTAM
blaOXA-846,blaOXA,NG_066519.1,BETA-LACTAM
blaOXA-847,blaOXA,NG_066520.1,BETA-LACTAM
blaOXA-848,blaOXA,NG_066521.1,BETA-LACTAM
blaOXA-849,blaOXA,NG_066522.1,BETA-LACTAM
blaOXA-85,blaOXA,NG_050724.1,BETA-LACTAM
blaOXA-850,blaOXA,NG_066523.1,BETA-LACTAM
blaOXA-851,blaOXA,NG_066524.1,BETA-LACTAM
blaOXA-852,blaOXA,NG_066714.1,BETA-LACTAM
blaOXA-853,blaOXA,NG_066715.1,BETA-LACTAM
blaOXA-854,blaOXA,NG_066716.1,BETA-LACTAM
blaOXA-855,blaOXA,NG_066717.1,BETA-LACTAM
blaOXA-856,blaOXA,NG_066718.1,BETA-LACTAM
blaOXA-857,blaOXA,NG_066719.1,BETA-LACTAM
blaOXA-858,blaOXA,NG_066720.1,BETA-LACTAM
blaOXA-859,blaOXA,NG_066721.1,BETA-LACTAM
blaOXA-86,blaOXA,NG_049826.1,CARBAPENEM
blaOXA-860,blaOXA,NG_066722.1,BETA-LACTAM
blaOXA-861,blaOXA,NG_066723.1,BETA-LACTAM
blaOXA-862,blaOXA,NG_066724.1,BETA-LACTAM
blaOXA-863,blaOXA,NG_066725.1,BETA-LACTAM
blaOXA-864,blaOXA,NG_066726.1,BETA-LACTAM
blaOXA-865,blaOXA,NG_066727.1,BETA-LACTAM
blaOXA-866,blaOXA,NG_066728.1,BETA-LACTAM
blaOXA-867,blaOXA,NG_066729.1,BETA-LACTAM
blaOXA-868,blaOXA,NG_066730.1,BETA-LACTAM
blaOXA-869,blaOXA,NG_066731.1,BETA-LACTAM
blaOXA-87,blaOXA,NG_049827.1,CARBAPENEM
blaOXA-870,blaOXA,NG_066732.1,BETA-LACTAM
blaOXA-871,blaOXA,NG_066733.1,BETA-LACTAM
blaOXA-872,blaOXA,NG_066734.1,BETA-LACTAM
blaOXA-873,blaOXA,NG_066735.1,BETA-LACTAM
blaOXA-874,blaOXA,NG_066736.1,BETA-LACTAM
blaOXA-875,blaOXA,NG_066737.1,BETA-LACTAM
blaOXA-876,blaOXA,NG_066738.1,BETA-LACTAM
blaOXA-877,blaOXA,NG_066739.1,BETA-LACTAM
blaOXA-878,blaOXA,NG_066740.1,BETA-LACTAM
blaOXA-879,blaOXA,NG_066741.1,BETA-LACTAM
blaOXA-88,blaOXA,NG_049828.1,CARBAPENEM
blaOXA-880,blaOXA,NG_066742.1,BETA-LACTAM
blaOXA-881,blaOXA,NG_066743.1,BETA-LACTAM
blaOXA-882,blaOXA,NG_066744.1,BETA-LACTAM
blaOXA-883,blaOXA,NG_066745.1,BETA-LACTAM
blaOXA-884,blaOXA,NG_066746.1,BETA-LACTAM
blaOXA-885,blaOXA,NG_066747.1,BETA-LACTAM
blaOXA-886,blaOXA,NG_066748.1,BETA-LACTAM
blaOXA-887,blaOXA,NG_066749.1,BETA-LACTAM
blaOXA-888,blaOXA,NG_066750.1,BETA-LACTAM
blaOXA-889,blaOXA,NG_066751.1,BETA-LACTAM
blaOXA-89,blaOXA,NG_049829.1,CARBAPENEM
blaOXA-890,blaOXA,NG_066752.1,BETA-LACTAM
blaOXA-891,blaOXA,NG_066753.1,BETA-LACTAM
blaOXA-892,blaOXA,NG_066754.1,BETA-LACTAM
blaOXA-894,blaOXA,NG_066755.1,BETA-LACTAM
blaOXA-895,blaOXA,NG_067157.1,BETA-LACTAM
blaOXA-896,blaOXA,NG_067158.1,BETA-LACTAM
blaOXA-897,blaOXA,NG_068017.1,BETA-LACTAM
blaOXA-898,blaOXA,NG_068018.1,BETA-LACTAM
blaOXA-899,blaOXA,NG_068019.1,BETA-LACTAM
blaOXA-9,blaOXA,NG_049830.1,BETA-LACTAM
blaOXA-90,blaOXA,NG_049831.1,CARBAPENEM
blaOXA-901,blaOXA,NG_068020.1,BETA-LACTAM
blaOXA-902,blaOXA,NG_068021.1,BETA-LACTAM
blaOXA-903,blaOXA,NG_068022.1,BETA-LACTAM
blaOXA-904,blaOXA,NG_068023.1,BETA-LACTAM
blaOXA-905,blaOXA,NG_068024.1,BETA-LACTAM
blaOXA-906,blaOXA,NG_068025.1,BETA-LACTAM
blaOXA-907,blaOXA,NG_068026.1,BETA-LACTAM
blaOXA-908,blaOXA,NG_068027.1,BETA-LACTAM
blaOXA-909,blaOXA,NG_068181.1,BETA-LACTAM
blaOXA-91,blaOXA,NG_049832.1,CARBAPENEM
blaOXA-910,blaOXA,NG_068028.1,BETA-LACTAM
blaOXA-911,blaOXA,NG_068182.1,BETA-LACTAM
blaOXA-912,blaOXA,NG_068183.1,BETA-LACTAM
blaOXA-913,blaOXA,NG_068184.1,BETA-LACTAM
blaOXA-914,blaOXA,NG_068185.1,BETA-LACTAM
blaOXA-915,blaOXA,NG_068224.1,BETA-LACTAM
blaOXA-916,blaOXA,NG_068510.1,BETA-LACTAM
blaOXA-917,blaOXA,NG_070181.1,BETA-LACTAM
blaOXA-918,blaOXA,NG_070182.1,BETA-LACTAM
blaOXA-92,blaOXA,NG_049833.1,CARBAPENEM
blaOXA-920,blaOXA,NG_070183.1,BETA-LACTAM
blaOXA-921,blaOXA,NG_070184.1,BETA-LACTAM
blaOXA-923,blaOXA,NG_070185.1,BETA-LACTAM
blaOXA-924,blaOXA,NG_070186.1,BETA-LACTAM
blaOXA-925,blaOXA,NG_070187.1,BETA-LACTAM
blaOXA-93,blaOXA,NG_049834.1,CARBAPENEM
blaOXA-94,blaOXA,NG_049835.1,CARBAPENEM
blaOXA-95,blaOXA,NG_049836.1,CARBAPENEM
blaOXA-96,blaOXA,NG_049837.1,CARBAPENEM
blaOXA-97,blaOXA,NG_049838.1,CARBAPENEM
blaOXA-98,blaOXA,NG_049839.1,CARBAPENEM
blaOXA-99,blaOXA,NG_049840.1,CARBAPENEM
blaOXY-1-1,blaOXY,NG_049841.1,BETA-LACTAM
blaOXY-1-2,blaOXY,NG_049842.1,BETA-LACTAM
blaOXY-1-3,blaOXY,NG_049843.1,BETA-LACTAM
blaOXY-1-4,blaOXY,NG_049844.1,BETA-LACTAM
blaOXY-1-6,blaOXY,NG_049845.1,BETA-LACTAM
blaOXY-2-1,blaOXY,NG_049846.1,BETA-LACTAM
blaOXY-2-10,blaOXY,NG_049847.1,BETA-LACTAM
blaOXY-2-11,blaOXY,NG_049848.1,BETA-LACTAM
blaOXY-2-12,blaOXY,NG_049849.1,BETA-LACTAM
blaOXY-2-13,blaOXY,NG_049850.1,BETA-LACTAM
blaOXY-2-14,blaOXY,NG_047529.1,BETA-LACTAM
blaOXY-2-15,blaOXY,NG_049851.1,CEPHALOSPORIN
blaOXY-2-2,blaOXY,NG_049852.1,BETA-LACTAM
blaOXY-2-3,blaOXY,NG_049853.1,BETA-LACTAM
blaOXY-2-4,blaOXY,NG_049854.1,BETA-LACTAM
blaOXY-2-5,blaOXY,NG_047530.1,BETA-LACTAM
blaOXY-2-6,blaOXY,NG_049855.1,BETA-LACTAM
blaOXY-2-7,blaOXY,NG_049856.1,BETA-LACTAM
blaOXY-2-8,blaOXY,NG_049857.1,BETA-LACTAM
blaOXY-2-9,blaOXY,NG_049858.1,BETA-LACTAM
blaOXY-3-1,blaOXY,NG_049859.1,BETA-LACTAM
blaOXY-4-1,blaOXY,NG_050613.1,BETA-LACTAM
blaOXY-5-1,blaOXY,NG_049860.1,BETA-LACTAM
blaOXY-5-2,blaOXY,NG_050563.1,BETA-LACTAM
blaOXY-6-1,blaOXY,NG_049861.1,BETA-LACTAM
blaOXY-6-2,blaOXY,NG_049862.1,BETA-LACTAM
blaOXY-6-3,blaOXY,NG_049863.1,BETA-LACTAM
blaOXY-6-4,blaOXY,NG_049864.1,BETA-LACTAM
NA,blaP,NG_051162.1,BETA-LACTAM
NA,blaP,NG_051161.1,BETA-LACTAM
blaPAC-1,blaPAC,NG_052627.1,CEPHALOSPORIN
blaPAU-1,blaPAU,NG_065882.1,BETA-LACTAM
blaPDC-1,blaPDC,NG_049865.1,CEPHALOSPORIN
blaPDC-10,blaPDC,NG_049866.1,CEPHALOSPORIN
blaPDC-100,blaPDC,NG_049867.1,CEPHALOSPORIN
blaPDC-101,blaPDC,NG_049868.1,CEPHALOSPORIN
blaPDC-102,blaPDC,NG_049869.1,CEPHALOSPORIN
blaPDC-103,blaPDC,NG_049870.1,CEPHALOSPORIN
blaPDC-104,blaPDC,NG_049871.1,CEPHALOSPORIN
blaPDC-105,blaPDC,NG_049872.1,CEPHALOSPORIN
blaPDC-106,blaPDC,NG_049873.1,CEPHALOSPORIN
blaPDC-107,blaPDC,NG_049874.1,CEPHALOSPORIN
blaPDC-108,blaPDC,NG_049875.1,CEPHALOSPORIN
blaPDC-109,blaPDC,NG_049876.1,CEPHALOSPORIN
blaPDC-11,blaPDC,NG_049877.1,CEPHALOSPORIN
blaPDC-110,blaPDC,NG_049878.1,CEPHALOSPORIN
blaPDC-111,blaPDC,NG_049879.1,CEPHALOSPORIN
blaPDC-112,blaPDC,NG_049880.1,CEPHALOSPORIN
blaPDC-113,blaPDC,NG_049881.1,CEPHALOSPORIN
blaPDC-114,blaPDC,NG_055478.1,CEPHALOSPORIN
blaPDC-115,blaPDC,NG_055479.1,CEPHALOSPORIN
blaPDC-116,blaPDC,NG_055480.1,CEPHALOSPORIN
blaPDC-117,blaPDC,NG_055481.1,CEPHALOSPORIN
blaPDC-118,blaPDC,NG_055482.1,CEPHALOSPORIN
blaPDC-119,blaPDC,NG_055483.1,CEPHALOSPORIN
blaPDC-12,blaPDC,NG_049882.1,CEPHALOSPORIN
blaPDC-120,blaPDC,NG_055484.1,CEPHALOSPORIN
blaPDC-121,blaPDC,NG_055485.1,CEPHALOSPORIN
blaPDC-122,blaPDC,NG_055486.1,CEPHALOSPORIN
blaPDC-123,blaPDC,NG_055487.1,CEPHALOSPORIN
blaPDC-124,blaPDC,NG_055488.1,CEPHALOSPORIN
blaPDC-125,blaPDC,NG_050589.1,CEPHALOSPORIN
blaPDC-126,blaPDC,NG_050782.1,CEPHALOSPORIN
blaPDC-127,blaPDC,NG_050783.1,CEPHALOSPORIN
blaPDC-128,blaPDC,NG_050784.1,CEPHALOSPORIN
blaPDC-129,blaPDC,NG_050785.1,CEPHALOSPORIN
blaPDC-13,blaPDC,NG_049883.1,CEPHALOSPORIN
blaPDC-130,blaPDC,NG_050786.1,CEPHALOSPORIN
blaPDC-131,blaPDC,NG_050787.1,CEPHALOSPORIN
blaPDC-132,blaPDC,NG_050788.1,CEPHALOSPORIN
blaPDC-133,blaPDC,NG_050789.1,CEPHALOSPORIN
blaPDC-134,blaPDC,NG_050790.1,CEPHALOSPORIN
blaPDC-135,blaPDC,NG_050791.1,CEPHALOSPORIN
blaPDC-136,blaPDC,NG_050792.1,CEPHALOSPORIN
blaPDC-137,blaPDC,NG_050793.1,CEPHALOSPORIN
blaPDC-138,blaPDC,NG_050794.1,CEPHALOSPORIN
blaPDC-139,blaPDC,NG_050795.1,CEPHALOSPORIN
blaPDC-14,blaPDC,NG_049884.1,CEPHALOSPORIN
blaPDC-140,blaPDC,NG_050796.1,CEPHALOSPORIN
blaPDC-141,blaPDC,NG_050797.1,CEPHALOSPORIN
blaPDC-142,blaPDC,NG_050815.1,CEPHALOSPORIN
blaPDC-143,blaPDC,NG_050816.1,CEPHALOSPORIN
blaPDC-144,blaPDC,NG_050817.1,CEPHALOSPORIN
blaPDC-145,blaPDC,NG_050818.1,CEPHALOSPORIN
blaPDC-146,blaPDC,NG_050819.1,CEPHALOSPORIN
blaPDC-147,blaPDC,NG_050820.1,CEPHALOSPORIN
blaPDC-148,blaPDC,NG_050821.1,CEPHALOSPORIN
blaPDC-149,blaPDC,NG_050822.1,CEPHALOSPORIN
blaPDC-15,blaPDC,NG_049885.1,CEPHALOSPORIN
blaPDC-150,blaPDC,NG_050823.1,CEPHALOSPORIN
blaPDC-151,blaPDC,NG_050824.1,CEPHALOSPORIN
blaPDC-152,blaPDC,NG_050825.1,CEPHALOSPORIN
blaPDC-153,blaPDC,NG_050826.1,CEPHALOSPORIN
blaPDC-154,blaPDC,NG_050827.1,CEPHALOSPORIN
blaPDC-155,blaPDC,NG_050828.1,CEPHALOSPORIN
blaPDC-156,blaPDC,NG_050829.1,CEPHALOSPORIN
blaPDC-157,blaPDC,NG_050830.1,CEPHALOSPORIN
blaPDC-158,blaPDC,NG_050831.1,CEPHALOSPORIN
blaPDC-159,blaPDC,NG_050832.1,CEPHALOSPORIN
blaPDC-16,blaPDC,NG_049886.1,CEPHALOSPORIN
blaPDC-160,blaPDC,NG_050833.1,CEPHALOSPORIN
blaPDC-161,blaPDC,NG_050834.1,CEPHALOSPORIN
blaPDC-162,blaPDC,NG_050835.1,CEPHALOSPORIN
blaPDC-163,blaPDC,NG_050836.1,CEPHALOSPORIN
blaPDC-164,blaPDC,NG_050837.1,CEPHALOSPORIN
blaPDC-165,blaPDC,NG_050838.1,CEPHALOSPORIN
blaPDC-166,blaPDC,NG_050946.1,CEPHALOSPORIN
blaPDC-167,blaPDC,NG_050947.1,CEPHALOSPORIN
blaPDC-168,blaPDC,NG_050980.1,CEPHALOSPORIN
blaPDC-169,blaPDC,NG_050981.1,CEPHALOSPORIN
blaPDC-17,blaPDC,NG_049887.1,CEPHALOSPORIN
blaPDC-170,blaPDC,NG_050982.1,CEPHALOSPORIN
blaPDC-171,blaPDC,NG_050983.1,CEPHALOSPORIN
blaPDC-172,blaPDC,NG_051496.1,CEPHALOSPORIN
blaPDC-173,blaPDC,NG_055780.1,CEPHALOSPORIN
blaPDC-174,blaPDC,NG_052625.1,CEPHALOSPORIN
blaPDC-175,blaPDC,NG_052891.1,CEPHALOSPORIN
blaPDC-176,blaPDC,NG_052892.1,CEPHALOSPORIN
blaPDC-177,blaPDC,NG_054679.1,CEPHALOSPORIN
blaPDC-178,blaPDC,NG_054680.1,CEPHALOSPORIN
blaPDC-179,blaPDC,NG_054965.1,CEPHALOSPORIN
blaPDC-18,blaPDC,NG_049888.1,CEPHALOSPORIN
blaPDC-180,blaPDC,NG_054966.1,CEPHALOSPORIN
blaPDC-181,blaPDC,NG_054967.1,CEPHALOSPORIN
blaPDC-182,blaPDC,NG_054968.1,CEPHALOSPORIN
blaPDC-183,blaPDC,NG_054969.1,CEPHALOSPORIN
blaPDC-184,blaPDC,NG_054970.1,CEPHALOSPORIN
blaPDC-185,blaPDC,NG_054971.1,CEPHALOSPORIN
blaPDC-186,blaPDC,NG_054972.1,CEPHALOSPORIN
blaPDC-187,blaPDC,NG_054973.1,CEPHALOSPORIN
blaPDC-188,blaPDC,NG_054974.1,CEPHALOSPORIN
blaPDC-189,blaPDC,NG_054975.1,CEPHALOSPORIN
blaPDC-190,blaPDC,NG_054976.1,CEPHALOSPORIN
blaPDC-191,blaPDC,NG_054977.1,CEPHALOSPORIN
blaPDC-192,blaPDC,NG_054978.1,CEPHALOSPORIN
blaPDC-193,blaPDC,NG_054979.1,CEPHALOSPORIN
blaPDC-194,blaPDC,NG_054980.1,CEPHALOSPORIN
blaPDC-195,blaPDC,NG_054981.1,CEPHALOSPORIN
blaPDC-196,blaPDC,NG_065883.1,CEPHALOSPORIN
blaPDC-197,blaPDC,NG_054982.1,CEPHALOSPORIN
blaPDC-198,blaPDC,NG_054983.1,CEPHALOSPORIN
blaPDC-199,blaPDC,NG_054984.1,CEPHALOSPORIN
blaPDC-19a,blaPDC,NG_049889.1,CEPHALOSPORIN
blaPDC-19b,blaPDC,NG_049890.1,CEPHALOSPORIN
blaPDC-2,blaPDC,NG_049891.1,CEPHALOSPORIN
blaPDC-20,blaPDC,NG_049892.1,CEPHALOSPORIN
blaPDC-200,blaPDC,NG_054985.1,CEPHALOSPORIN
blaPDC-201,blaPDC,NG_054986.1,CEPHALOSPORIN
blaPDC-202,blaPDC,NG_054987.1,CEPHALOSPORIN
blaPDC-203,blaPDC,NG_054988.1,CEPHALOSPORIN
blaPDC-204,blaPDC,NG_054989.1,CEPHALOSPORIN
blaPDC-205,blaPDC,NG_054990.1,CEPHALOSPORIN
blaPDC-206,blaPDC,NG_054991.1,CEPHALOSPORIN
blaPDC-207,blaPDC,NG_054992.1,CEPHALOSPORIN
blaPDC-208,blaPDC,NG_054993.1,CEPHALOSPORIN
blaPDC-209,blaPDC,NG_054994.1,CEPHALOSPORIN
blaPDC-210,blaPDC,NG_054995.1,CEPHALOSPORIN
blaPDC-211,blaPDC,NG_055273.1,CEPHALOSPORIN
blaPDC-212,blaPDC,NG_055274.1,CEPHALOSPORIN
blaPDC-213,blaPDC,NG_055276.1,CEPHALOSPORIN
blaPDC-214,blaPDC,NG_055277.1,CEPHALOSPORIN
blaPDC-215,blaPDC,NG_055278.1,CEPHALOSPORIN
blaPDC-216,blaPDC,NG_055279.1,CEPHALOSPORIN
blaPDC-217,blaPDC,NG_055280.1,CEPHALOSPORIN
blaPDC-218,blaPDC,NG_055281.1,CEPHALOSPORIN
blaPDC-219,blaPDC,NG_055282.1,CEPHALOSPORIN
blaPDC-21a,blaPDC,NG_049893.1,CEPHALOSPORIN
blaPDC-21b,blaPDC,NG_049894.1,CEPHALOSPORIN
blaPDC-22,blaPDC,NG_049895.1,CEPHALOSPORIN
blaPDC-220,blaPDC,NG_055275.1,CEPHALOSPORIN
blaPDC-221,blaPDC,NG_056055.1,CEPHALOSPORIN
blaPDC-222,blaPDC,NG_056056.1,CEPHALOSPORIN
